,apparentTemperature,cloudCover,dewPoint,humidity,icon,moonPhase,precipIntensity,precipIntensityError,precipProbability,precipProbabilityError,precipType,pressure,summary,sunriseTime,sunsetTime,temperature,temperatureError,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,71.68,,67.26,0.89,rain,0.93,0.0198,,0.38,,rain,1007.8,Drizzle,1503136943,1503186797,70.73,,1503115200,,,,4.41,0.77
0,68.79,,65.57,0.92,cloudy,0.93,0.0,,0.0,,,1007.33,Overcast,1503136943,1503186797,67.97,,1503136943,,,171.0,1.79,0.45
0,78.53,,68.06,0.72,cloudy,0.93,0.0,,0.0,,,1008.19,Overcast,1503136943,1503186797,77.66,,1503158400,,,204.0,6.69,2.66
0,74.02,,62.58,0.68,partly-cloudy-night,0.93,0.0,,0.0,,,1008.2,Mostly Cloudy,1503136943,1503186797,73.74,,1503186797,,,263.0,5.88,1.92
0,65.66,,60.02,0.82,clear-night,0.96,0.0,,0.0,,,1010.01,Clear,1503223413,1503273099,65.53,,1503201600,,,156.0,1.49,0.24
0,66.04,,60.77,0.84,cloudy,0.96,0.0011,,0.12,,rain,1012.76,Overcast,1503223413,1503273099,65.82,,1503223413,,,,4.42,1.11
0,73.51,,58.24,0.59,partly-cloudy-day,0.96,0.0,,0.0,,,1016.09,Mostly Cloudy,1503223413,1503273099,73.51,,1503244800,,,311.0,7.89,2.92
0,71.64,,61.28,0.7,clear-night,0.96,0.0,,0.0,,,1016.64,Clear,1503223413,1503273099,71.49,,1503273099,,,239.0,2.11,0.38
0,63.5,,59.16,0.86,clear-night,0.0,0.0,,0.0,,,1018.8,Clear,1503309883,1503359400,63.41,,1503288000,,,155.0,1.51,0.15
0,62.33,,57.6,0.85,partly-cloudy-night,0.0,0.0,,0.0,,,1019.9,Partly Cloudy,1503309883,1503359400,62.33,,1503309883,,,169.0,3.66,1.08
0,81.7,,65.54,0.62,clear-day,0.0,0.0,,0.0,,,1018.99,Clear,1503309883,1503359400,79.74,,1503331200,,,187.0,8.86,2.5
0,76.53,,66.51,0.73,clear-night,0.0,0.0,,0.0,,,1016.1,Clear,1503309883,1503359400,75.82,,1503359400,,,181.0,4.02,1.51
0,70.56,,63.67,0.8,clear-night,0.04,0.0,,0.0,,,1016.29,Clear,1503396354,1503445700,70.08,,1503374400,,,198.0,3.41,1.41
0,67.64,,63.06,0.87,partly-cloudy-night,0.04,0.0,,0.0,,,1013.97,Partly Cloudy,1503396354,1503445700,67.15,,1503396354,,,184.0,3.8,1.22
0,85.55,,69.89,0.67,clear-day,0.04,0.0,,0.0,,,1009.19,Clear,1503396354,1503445700,81.82,,1503417600,,,173.0,14.3,5.19
0,71.62,,67.11,0.88,rain,0.04,0.0626,,0.74,,rain,1003.27,Light Rain,1503396354,1503445700,70.7,,1503445700,,,,7.98,2.31
0,70.27,,66.26,0.9,partly-cloudy-night,0.07,0.0004,,0.11,,rain,1002.3,Mostly Cloudy,1503482824,1503531999,69.41,,1503460800,,,,5.78,2.26
0,64.98,,56.18,0.73,partly-cloudy-night,0.07,0.0,,0.0,,,1005.58,Partly Cloudy,1503482824,1503531999,64.98,,1503482824,,,256.0,9.24,3.18
0,70.72,,53.52,0.55,partly-cloudy-day,0.07,0.0,,0.0,,,1007.8,Mostly Cloudy,1503482824,1503531999,70.72,,1503504000,,,262.0,11.48,4.13
0,65.97,,55.61,0.69,cloudy,0.07,0.0,,0.0,,,1009.06,Overcast,1503482824,1503531999,65.97,,1503531999,,,250.0,4.96,1.64
0,61.91,,54.25,0.76,partly-cloudy-night,0.1,0.0,,0.0,,,1010.1,Partly Cloudy,1503569294,1503618297,61.91,,1503547200,,,223.0,3.52,0.94
0,57.27,,53.4,0.87,partly-cloudy-night,0.1,0.0,,0.0,,,1011.88,Partly Cloudy,1503569294,1503618297,57.27,,1503569294,,,154.0,1.23,0.12
0,66.85,,54.8,0.65,cloudy,0.1,0.0,,0.0,,,1013.59,Overcast,1503569294,1503618297,66.85,,1503590400,,,295.0,6.0,1.19
0,63.19,,54.95,0.75,partly-cloudy-night,0.1,0.0,,0.0,,,1015.31,Mostly Cloudy,1503569294,1503618297,63.19,,1503618297,,,330.0,2.87,0.83
0,55.32,,50.56,0.84,clear-night,0.14,0.0,,0.0,,,1016.81,Clear,1503655764,1503704594,55.32,,1503633600,,,340.0,1.64,0.8
0,51.46,,48.23,0.89,partly-cloudy-night,0.14,0.0,,0.0,,,1018.87,Mostly Cloudy,1503655764,1503704594,51.46,,1503655764,,,36.0,1.12,0.16
0,64.66,,51.99,0.64,partly-cloudy-day,0.14,0.0,,0.0,,,1020.41,Mostly Cloudy,1503655764,1503704594,64.66,,1503676800,,,321.0,7.79,2.07
0,61.35,,50.44,0.67,clear-night,0.14,0.0,,0.0,,,1021.35,Clear,1503655764,1503704594,61.35,,1503704594,,,313.0,2.82,0.67
0,52.23,,47.97,0.85,clear-night,0.17,0.0,,0.0,,,1022.92,Clear,1503742234,1503790890,52.23,,1503720000,,,112.0,1.0,0.16
0,48.58,,45.57,0.89,clear-night,0.17,0.0,,0.0,,,1024.21,Clear,1503742234,1503790890,48.58,,1503742234,,,126.0,1.24,0.19
0,66.8,,49.79,0.54,partly-cloudy-day,0.17,0.0,,0.0,,,1025.32,Partly Cloudy,1503742234,1503790890,66.8,,1503763200,,,290.0,5.76,0.99
0,61.17,,49.53,0.66,clear-night,0.17,0.0,,0.0,,,1025.31,Clear,1503742234,1503790890,61.17,,1503790890,,,14.0,1.61,0.55
0,51.9,,47.04,0.83,clear-night,0.2,0.0,,0.0,,,1026.39,Clear,1503828704,1503877186,51.9,,1503806400,,,91.0,1.47,0.38
0,47.24,,43.83,0.88,clear-night,0.2,0.0,,0.0,,,1026.9,Clear,1503828704,1503877186,47.24,,1503828704,,,118.0,1.2,0.58
0,68.34,,50.73,0.53,clear-day,0.2,0.0,,0.0,,,1027.39,Clear,1503828704,1503877186,68.34,,1503849600,,,290.0,5.08,1.06
0,63.14,,50.24,0.63,clear-night,0.2,0.0,,0.0,,,1025.42,Clear,1503828704,1503877186,63.14,,1503877186,,,31.0,1.31,0.49
0,52.35,,48.37,0.86,clear-night,0.23,0.0,,0.0,,,1026.49,Clear,1503915174,1503963481,52.35,,1503892800,,,151.0,1.45,0.26
0,48.46,,45.31,0.89,clear-night,0.23,0.0,,0.0,,,1026.95,Clear,1503915174,1503963481,48.46,,1503915174,,,101.0,1.39,0.47
0,71.98,,53.18,0.52,clear-day,0.23,0.0,,0.0,,,1027.39,Clear,1503915174,1503963481,71.98,,1503936000,,,190.0,6.09,1.56
0,65.06,,54.64,0.69,clear-night,0.23,0.0,,0.0,,,1025.2,Clear,1503915174,1503963481,65.06,,1503963481,,,149.0,1.08,0.17
0,56.21,,50.28,0.8,clear-night,0.26,0.0,,0.0,,,1025.42,Clear,1504001644,1504049775,56.21,,1503979200,,,109.0,1.49,0.68
0,71.68,,67.26,0.89,rain,0.93,0.0198,,0.38,,rain,1007.8,Drizzle,1503136943,1503186797,70.73,,1503115200,,,,4.41,0.77
0,68.79,,65.57,0.92,cloudy,0.93,0.0,,0.0,,,1007.33,Overcast,1503136943,1503186797,67.97,,1503136943,,,171.0,1.79,0.45
0,78.53,,68.06,0.72,cloudy,0.93,0.0,,0.0,,,1008.19,Overcast,1503136943,1503186797,77.66,,1503158400,,,204.0,6.69,2.66
0,74.02,,62.58,0.68,partly-cloudy-night,0.93,0.0,,0.0,,,1008.2,Mostly Cloudy,1503136943,1503186797,73.74,,1503186797,,,263.0,5.88,1.92
0,65.66,,60.02,0.82,clear-night,0.96,0.0,,0.0,,,1010.01,Clear,1503223413,1503273099,65.53,,1503201600,,,156.0,1.49,0.24
0,66.04,,60.77,0.84,cloudy,0.96,0.0011,,0.12,,rain,1012.76,Overcast,1503223413,1503273099,65.82,,1503223413,,,,4.42,1.11
0,73.51,,58.24,0.59,partly-cloudy-day,0.96,0.0,,0.0,,,1016.09,Mostly Cloudy,1503223413,1503273099,73.51,,1503244800,,,311.0,7.89,2.92
0,71.64,,61.28,0.7,clear-night,0.96,0.0,,0.0,,,1016.64,Clear,1503223413,1503273099,71.49,,1503273099,,,239.0,2.11,0.38
0,63.5,,59.16,0.86,clear-night,0.0,0.0,,0.0,,,1018.8,Clear,1503309883,1503359400,63.41,,1503288000,,,155.0,1.51,0.15
0,62.33,,57.6,0.85,partly-cloudy-night,0.0,0.0,,0.0,,,1019.9,Partly Cloudy,1503309883,1503359400,62.33,,1503309883,,,169.0,3.66,1.08
0,81.7,,65.54,0.62,clear-day,0.0,0.0,,0.0,,,1018.99,Clear,1503309883,1503359400,79.74,,1503331200,,,187.0,8.86,2.5
0,76.53,,66.51,0.73,clear-night,0.0,0.0,,0.0,,,1016.1,Clear,1503309883,1503359400,75.82,,1503359400,,,181.0,4.02,1.51
0,70.56,,63.67,0.8,clear-night,0.04,0.0,,0.0,,,1016.29,Clear,1503396354,1503445700,70.08,,1503374400,,,198.0,3.41,1.41
0,67.64,,63.06,0.87,partly-cloudy-night,0.04,0.0,,0.0,,,1013.97,Partly Cloudy,1503396354,1503445700,67.15,,1503396354,,,184.0,3.8,1.22
0,85.55,,69.89,0.67,clear-day,0.04,0.0,,0.0,,,1009.19,Clear,1503396354,1503445700,81.82,,1503417600,,,173.0,14.3,5.19
0,71.62,,67.11,0.88,rain,0.04,0.0626,,0.74,,rain,1003.27,Light Rain,1503396354,1503445700,70.7,,1503445700,,,,7.98,2.31
0,70.27,,66.26,0.9,partly-cloudy-night,0.07,0.0004,,0.11,,rain,1002.3,Mostly Cloudy,1503482824,1503531999,69.41,,1503460800,,,,5.78,2.26
0,64.98,,56.18,0.73,partly-cloudy-night,0.07,0.0,,0.0,,,1005.58,Partly Cloudy,1503482824,1503531999,64.98,,1503482824,,,256.0,9.24,3.18
0,70.72,,53.52,0.55,partly-cloudy-day,0.07,0.0,,0.0,,,1007.8,Mostly Cloudy,1503482824,1503531999,70.72,,1503504000,,,262.0,11.48,4.13
0,65.97,,55.61,0.69,cloudy,0.07,0.0,,0.0,,,1009.06,Overcast,1503482824,1503531999,65.97,,1503531999,,,250.0,4.96,1.64
0,61.91,,54.25,0.76,partly-cloudy-night,0.1,0.0,,0.0,,,1010.1,Partly Cloudy,1503569294,1503618297,61.91,,1503547200,,,223.0,3.52,0.94
0,57.27,,53.4,0.87,partly-cloudy-night,0.1,0.0,,0.0,,,1011.88,Partly Cloudy,1503569294,1503618297,57.27,,1503569294,,,154.0,1.23,0.12
0,66.85,,54.8,0.65,cloudy,0.1,0.0,,0.0,,,1013.59,Overcast,1503569294,1503618297,66.85,,1503590400,,,295.0,6.0,1.19
0,63.19,,54.95,0.75,partly-cloudy-night,0.1,0.0,,0.0,,,1015.31,Mostly Cloudy,1503569294,1503618297,63.19,,1503618297,,,330.0,2.87,0.83
0,55.32,,50.56,0.84,clear-night,0.14,0.0,,0.0,,,1016.81,Clear,1503655764,1503704594,55.32,,1503633600,,,340.0,1.64,0.8
0,51.46,,48.23,0.89,partly-cloudy-night,0.14,0.0,,0.0,,,1018.87,Mostly Cloudy,1503655764,1503704594,51.46,,1503655764,,,36.0,1.12,0.16
0,64.66,,51.99,0.64,partly-cloudy-day,0.14,0.0,,0.0,,,1020.41,Mostly Cloudy,1503655764,1503704594,64.66,,1503676800,,,321.0,7.79,2.07
0,61.35,,50.44,0.67,clear-night,0.14,0.0,,0.0,,,1021.35,Clear,1503655764,1503704594,61.35,,1503704594,,,313.0,2.82,0.67
0,52.23,,47.97,0.85,clear-night,0.17,0.0,,0.0,,,1022.92,Clear,1503742234,1503790890,52.23,,1503720000,,,112.0,1.0,0.16
0,48.58,,45.57,0.89,clear-night,0.17,0.0,,0.0,,,1024.21,Clear,1503742234,1503790890,48.58,,1503742234,,,126.0,1.24,0.19
0,66.8,,49.79,0.54,partly-cloudy-day,0.17,0.0,,0.0,,,1025.32,Partly Cloudy,1503742234,1503790890,66.8,,1503763200,,,290.0,5.76,0.99
0,61.17,,49.53,0.66,clear-night,0.17,0.0,,0.0,,,1025.31,Clear,1503742234,1503790890,61.17,,1503790890,,,14.0,1.61,0.55
0,51.9,,47.04,0.83,clear-night,0.2,0.0,,0.0,,,1026.39,Clear,1503828704,1503877186,51.9,,1503806400,,,91.0,1.47,0.38
0,47.24,,43.83,0.88,clear-night,0.2,0.0,,0.0,,,1026.9,Clear,1503828704,1503877186,47.24,,1503828704,,,118.0,1.2,0.58
0,68.34,,50.73,0.53,clear-day,0.2,0.0,,0.0,,,1027.39,Clear,1503828704,1503877186,68.34,,1503849600,,,290.0,5.08,1.06
0,63.14,,50.24,0.63,clear-night,0.2,0.0,,0.0,,,1025.42,Clear,1503828704,1503877186,63.14,,1503877186,,,31.0,1.31,0.49
0,52.35,,48.37,0.86,clear-night,0.23,0.0,,0.0,,,1026.49,Clear,1503915174,1503963481,52.35,,1503892800,,,151.0,1.45,0.26
0,48.46,,45.31,0.89,clear-night,0.23,0.0,,0.0,,,1026.95,Clear,1503915174,1503963481,48.46,,1503915174,,,101.0,1.39,0.47
0,71.98,,53.18,0.52,clear-day,0.23,0.0,,0.0,,,1027.39,Clear,1503915174,1503963481,71.98,,1503936000,,,190.0,6.09,1.56
0,65.06,,54.64,0.69,clear-night,0.23,0.0,,0.0,,,1025.2,Clear,1503915174,1503963481,65.06,,1503963481,,,149.0,1.08,0.17
0,56.21,,50.28,0.8,clear-night,0.26,0.0,,0.0,,,1025.42,Clear,1504001644,1504049775,56.21,,1503979200,,,109.0,1.49,0.68
0,51.64,,47.36,0.85,partly-cloudy-night,0.26,0.0,,0.0,,,1025.85,Partly Cloudy,1504001644,1504049775,51.64,,1504001644,,,111.0,1.7,0.75
0,69.45,,53.89,0.58,clear-day,0.26,0.0,,0.0,,,1024.42,Clear,1504001644,1504049775,69.45,,1504022400,,,181.0,4.66,1.39
0,62.26,,48.45,0.61,clear-night,0.26,0.0,,0.0,,,1021.06,Clear,1504001644,1504049775,62.26,,1504049775,,,156.0,3.63,1.31
0,57.17,,48.78,0.73,clear-night,0.29,0.0,,0.0,,,1018.8,Clear,1504088113,1504136068,57.17,,1504065600,,,152.0,2.63,1.14
0,54.26,,49.6,0.84,clear-night,0.29,0.0,,0.0,,,1016.76,Clear,1504088113,1504136068,54.26,,1504088113,,,105.0,0.99,0.18
0,68.53,,51.31,0.54,clear-day,0.29,0.0,,0.0,,,1015.29,Clear,1504088113,1504136068,68.53,,1504108800,,,298.0,4.95,0.67
0,63.49,,50.21,0.62,clear-night,0.29,0.0,,0.0,,,1012.24,Clear,1504088113,1504136068,63.49,,1504136068,,,359.0,1.47,0.2
0,53.46,,48.05,0.82,clear-night,0.32,0.0,,0.0,,,1011.5,Clear,1504174583,1504222361,53.46,,1504152000,,,166.0,1.31,0.3
0,56.0,,50.64,0.82,partly-cloudy-night,0.32,0.0,,0.0,,,1010.1,Mostly Cloudy,1504174583,1504222361,56.0,,1504174583,,,212.0,3.39,0.37
0,63.47,,54.65,0.73,partly-cloudy-day,0.32,0.0003,,0.11,,rain,1013.41,Mostly Cloudy,1504174583,1504222361,63.47,,1504195200,,,,11.35,3.96
0,57.61,,45.63,0.64,cloudy,0.32,0.0,,0.0,,,1015.73,Overcast,1504174583,1504222361,57.61,,1504222361,,,312.0,12.18,3.77
0,53.13,,40.96,0.63,partly-cloudy-night,0.35,0.0,,0.0,,,1016.88,Partly Cloudy,1504261053,1504308653,53.13,,1504238400,,,308.0,10.21,3.37
0,48.82,,41.14,0.75,partly-cloudy-night,0.35,0.0,,0.0,,,1018.05,Partly Cloudy,1504261053,1504308653,48.82,,1504261053,,,304.0,9.83,2.79
0,55.35,,38.04,0.52,partly-cloudy-day,0.35,0.0,,0.0,,,1019.61,Mostly Cloudy,1504261053,1504308653,55.35,,1504281600,,,308.0,15.77,4.94
0,56.72,,40.72,0.55,partly-cloudy-night,0.35,0.0,,0.0,,,1020.42,Mostly Cloudy,1504261053,1504308653,56.72,,1504308653,,,311.0,6.99,1.98
0,47.81,,41.66,0.79,clear-night,0.38,0.0,,0.0,,,1021.79,Clear,1504347522,1504394944,47.81,,1504324800,,,99.0,2.48,0.41
0,42.25,,39.27,0.89,clear-night,0.38,0.0,,0.0,,,1024.2,Clear,1504347522,1504394944,42.25,,1504347522,,,128.0,1.59,0.29
0,63.77,,44.43,0.49,clear-day,0.38,0.0,,0.0,,,1024.01,Clear,1504347522,1504394944,63.77,,1504368000,,,279.0,4.99,0.78
0,60.49,,48.98,0.66,clear-night,0.38,0.0,,0.0,,,1020.85,Clear,1504347522,1504394944,60.49,,1504394944,,,86.0,0.8,0.03
0,52.72,,46.65,0.8,clear-night,0.41,0.0,,0.0,,,1019.81,Clear,1504433991,1504481235,52.72,,1504411200,,,149.0,1.88,1.03
0,54.06,,48.51,0.81,rain,0.41,0.0074,,0.64,,rain,1016.42,Drizzle,1504433991,1504481235,54.06,,1504433991,,,,5.67,1.86
0,53.87,,50.52,0.88,rain,0.41,0.076,,0.86,,rain,1014.29,Rain,1504433991,1504481235,53.87,,1504454400,,,,9.07,2.64
0,55.47,,53.06,0.92,rain,0.41,0.0574,,0.87,,rain,1009.03,Light Rain,1504433991,1504481235,55.47,,1504481235,,,,3.2,0.83
0,55.35,,53.1,0.92,cloudy,0.44,0.0023,,0.37,,rain,1007.1,Overcast,1504520461,1504567526,55.35,,1504497600,,,,7.22,1.76
0,55.91,,52.79,0.89,partly-cloudy-night,0.44,0.0,,0.0,,,1009.17,Mostly Cloudy,1504520461,1504567526,55.91,,1504520461,,,189.0,3.11,0.49
0,69.47,,58.27,0.68,clear-day,0.44,0.0,,0.0,,,1008.4,Clear,1504520461,1504567526,69.47,,1504540800,,,184.0,9.25,2.67
0,72.22,,60.79,0.68,partly-cloudy-night,0.44,0.0,,0.0,,,1004.9,Mostly Cloudy,1504520461,1504567526,72.13,,1504567526,,,174.0,10.3,3.07
0,69.41,,60.28,0.73,partly-cloudy-night,0.48,0.0005,,0.08,,rain,1004.0,Mostly Cloudy,1504606930,1504653816,69.34,,1504584000,,,,13.04,4.29
0,67.15,,60.77,0.8,partly-cloudy-night,0.48,0.0,,0.0,,,1003.56,Mostly Cloudy,1504606930,1504653816,66.97,,1504606930,,,182.0,11.2,3.15
0,65.9,,62.31,0.9,rain,0.48,0.0206,,0.72,,rain,1006.0,Light Rain,1504606930,1504653816,65.44,,1504627200,,,,3.42,0.68
0,60.27,,57.69,0.91,rain,0.48,0.005,,0.4,,rain,1007.44,Drizzle,1504606930,1504653816,60.26,,1504653816,,,,1.16,0.29
0,59.13,,56.61,0.91,partly-cloudy-night,0.51,0.0,,0.0,,,1010.1,Mostly Cloudy,1504693399,1504740105,59.13,,1504670400,,,114.0,0.5,0.14
0,57.69,,55.11,0.91,partly-cloudy-night,0.51,0.0015,,0.36,,rain,1012.68,Mostly Cloudy,1504693399,1504740105,57.69,,1504693399,,,,0.88,0.37
0,60.8,,58.03,0.91,rain,0.51,0.0122,,0.8,,rain,1012.91,Light Rain,1504693399,1504740105,60.76,,1504713600,,,,3.27,1.2
0,60.42,,57.39,0.9,partly-cloudy-night,0.51,0.0,,0.0,,,1012.97,Mostly Cloudy,1504693399,1504740105,60.42,,1504740105,,,158.0,1.61,0.54
0,58.3,,56.35,0.93,rain,0.54,0.007,,0.71,,rain,1012.51,Drizzle,1504779868,1504826394,58.3,,1504756800,,,,1.41,0.54
0,57.15,,54.95,0.92,rain,0.54,0.0097,,0.74,,rain,1008.68,Drizzle,1504779868,1504826394,57.15,,1504779868,,,,1.61,0.2
0,63.27,,57.18,0.81,cloudy,0.54,0.0,,0.0,,,1008.6,Overcast,1504779868,1504826394,63.27,,1504800000,,,189.0,7.6,3.0
0,59.21,,55.16,0.86,clear-night,0.54,0.0,,0.0,,,1009.43,Clear,1504779868,1504826394,59.21,,1504826394,,,176.0,2.38,0.71
0,54.75,,51.17,0.88,clear-night,0.58,0.0,,0.0,,,1011.5,Clear,1504866337,1504912682,54.75,,1504843200,,,176.0,2.68,0.87
0,54.36,,50.9,0.88,partly-cloudy-night,0.58,0.0,,0.0,,,1014.01,Mostly Cloudy,1504866337,1504912682,54.36,,1504866337,,,189.0,5.18,1.54
0,59.95,,53.94,0.81,cloudy,0.58,0.0034,,0.44,,rain,1016.5,Overcast,1504866337,1504912682,59.95,,1504886400,,,,7.32,2.54
0,58.25,,54.1,0.86,cloudy,0.58,0.0009,,0.24,,rain,1019.04,Overcast,1504866337,1504912682,58.25,,1504912682,,,,2.04,0.45
0,55.93,,52.13,0.87,cloudy,0.62,0.0,,0.0,,,1021.62,Overcast,1504952806,1504998971,55.93,,1504929600,,,302.0,4.3,1.35
0,53.41,,49.45,0.86,cloudy,0.62,0.0,,0.0,,,1024.31,Overcast,1504952806,1504998971,53.41,,1504952806,,,322.0,4.09,0.98
0,57.08,,52.78,0.86,cloudy,0.62,0.0,,0.0,,,1026.69,Overcast,1504952806,1504998971,57.08,,1504972800,,,330.0,5.48,1.83
0,59.12,,54.27,0.84,partly-cloudy-night,0.62,0.0,,0.0,,,1026.4,Mostly Cloudy,1504952806,1504998971,59.12,,1504998971,,,359.0,1.33,0.26
0,55.32,,51.1,0.86,cloudy,0.65,0.0,,0.0,,,1027.49,Overcast,1505039275,1505085258,55.32,,1505016000,,,356.0,1.71,0.56
0,49.22,,45.94,0.88,partly-cloudy-night,0.65,0.0,,0.0,,,1029.86,Partly Cloudy,1505039275,1505085258,49.22,,1505039275,,,9.0,1.23,0.42
0,61.86,,48.85,0.62,clear-day,0.65,0.0,,0.0,,,1030.62,Clear,1505039275,1505085258,61.86,,1505059200,,,354.0,7.4,2.55
0,57.97,,49.61,0.74,clear-night,0.65,0.0,,0.0,,,1028.36,Clear,1505039275,1505085258,57.97,,1505085258,,,78.0,1.28,0.08
0,49.88,,46.25,0.87,clear-night,0.69,0.0,,0.0,,,1029.0,Clear,1505125744,1505171546,49.88,,1505102400,,,121.0,1.22,0.15
0,45.68,,42.93,0.9,clear-night,0.69,0.0,,0.0,,,1027.8,Clear,1505125744,1505171546,45.68,,1505125744,,,111.0,0.96,0.34
0,67.58,,52.53,0.59,clear-day,0.69,0.0,,0.0,,,1026.49,Clear,1505125744,1505171546,67.58,,1505145600,,,249.0,4.99,1.15
0,63.78,,55.49,0.74,clear-night,0.69,0.0,,0.0,,,1021.96,Clear,1505125744,1505171546,63.78,,1505171546,,,8.0,1.04,0.15
0,53.74,,50.83,0.9,clear-night,0.73,0.0,,0.0,,,1020.01,Clear,1505212213,1505257833,53.74,,1505188800,,,131.0,1.06,0.18
0,49.73,,46.93,0.9,clear-night,0.73,0.0,,0.0,,,1018.21,Clear,1505212213,1505257833,49.73,,1505212213,,,137.0,1.38,0.31
0,70.39,,56.09,0.61,clear-day,0.73,0.0,,0.0,,,1015.42,Clear,1505212213,1505257833,70.39,,1505232000,,,222.0,5.9,1.39
0,68.11,,57.65,0.69,clear-night,0.73,0.0,,0.0,,,1011.33,Clear,1505212213,1505257833,68.11,,1505257833,,,201.0,3.01,0.7
0,58.21,,54.1,0.86,clear-night,0.76,0.0,,0.0,,,1011.9,Clear,1505298683,1505344120,58.21,,1505275200,,,183.0,1.26,0.12
0,53.48,,50.09,0.88,clear-night,0.76,0.0,,0.0,,,1012.66,Clear,1505298683,1505344120,53.48,,1505298683,,,150.0,1.78,0.35
0,75.35,,58.86,0.57,clear-day,0.76,0.0,,0.0,,,1011.56,Clear,1505298683,1505344120,75.35,,1505318400,,,200.0,5.61,1.79
0,70.81,,60.68,0.71,clear-night,0.76,0.0,,0.0,,,1008.57,Clear,1505298683,1505344120,70.72,,1505344120,,,173.0,3.09,1.18
0,62.6,,57.34,0.83,clear-night,0.8,0.0,,0.0,,,1009.19,Clear,1505385152,1505430407,62.6,,1505361600,,,149.0,1.54,0.22
0,60.48,,56.79,0.88,partly-cloudy-night,0.8,0.0,,0.0,,,1009.83,Partly Cloudy,1505385152,1505430407,60.48,,1505385152,,,110.0,0.89,0.23
0,75.41,,65.71,0.73,partly-cloudy-day,0.8,0.0,,0.0,,,1010.3,Mostly Cloudy,1505385152,1505430407,74.78,,1505404800,,,229.0,3.6,1.41
0,72.68,,66.79,0.84,partly-cloudy-night,0.8,0.0,,0.0,,,1011.47,Mostly Cloudy,1505385152,1505430407,71.84,,1505430407,,,162.0,0.7,0.07
0,66.42,,63.38,0.92,partly-cloudy-night,0.84,0.0,,0.0,,,1013.41,Mostly Cloudy,1505471621,1505516694,65.82,,1505448000,,,150.0,0.8,0.07
0,62.98,,60.14,0.91,cloudy,0.84,0.0,,0.0,,,1016.04,Overcast,1505471621,1505516694,62.72,,1505471621,,,4.0,0.68,0.27
0,76.39,,65.58,0.71,clear-day,0.84,0.0,,0.0,,,1018.3,Clear,1505471621,1505516694,75.79,,1505491200,,,315.0,5.03,1.33
0,72.34,,65.32,0.8,clear-night,0.84,0.0,,0.0,,,1018.34,Clear,1505471621,1505516694,71.69,,1505516694,,,232.0,1.29,0.1
0,64.02,,60.99,0.91,clear-night,0.88,0.0,,0.0,,,1019.8,Clear,1505558090,1505602980,63.68,,1505534400,,,198.0,0.75,0.29
0,60.45,,57.86,0.91,partly-cloudy-night,0.88,0.0,,0.0,,,1021.04,Partly Cloudy,1505558090,1505602980,60.41,,1505558090,,,132.0,0.99,0.09
0,78.83,,66.41,0.67,clear-day,0.88,0.0,,0.0,,,1021.41,Clear,1505558090,1505602980,78.15,,1505577600,,,215.0,4.25,1.17
0,73.02,,66.13,0.81,clear-night,0.88,0.0,,0.0,,,1020.42,Clear,1505558090,1505602980,72.28,,1505602980,,,353.0,1.18,0.09
0,64.76,,61.24,0.89,clear-night,0.91,0.0,,0.0,,,1020.91,Clear,1505644559,1505689266,64.42,,1505620800,,,95.0,1.02,0.36
0,60.61,,58.01,0.91,partly-cloudy-night,0.91,0.0,,0.0,,,1021.45,Partly Cloudy,1505644559,1505689266,60.57,,1505644559,,,113.0,0.99,0.14
0,77.25,,66.5,0.71,clear-day,0.91,0.0,,0.0,,,1021.12,Clear,1505644559,1505689266,76.55,,1505664000,,,231.0,3.65,1.0
0,73.22,,66.0,0.8,clear-night,0.91,0.0,,0.0,,,1018.64,Clear,1505644559,1505689266,72.5,,1505689266,,,72.0,1.22,0.22
0,65.55,,61.39,0.87,clear-night,0.95,0.0,,0.0,,,1019.61,Clear,1505731028,1505775553,65.22,,1505707200,,,166.0,0.82,0.05
0,62.22,,59.13,0.9,partly-cloudy-night,0.95,0.0,,0.0,,,1019.91,Mostly Cloudy,1505731028,1505775553,62.08,,1505731028,,,147.0,1.47,0.39
0,79.86,,67.07,0.67,clear-day,0.95,0.0,,0.0,,,1019.81,Clear,1505731028,1505775553,79.11,,1505750400,,,213.0,4.43,1.16
0,75.06,,67.24,0.79,partly-cloudy-night,0.95,0.0,,0.0,,,1018.01,Mostly Cloudy,1505731028,1505775553,74.23,,1505775553,,,148.0,2.17,0.58
0,68.95,,62.53,0.81,partly-cloudy-night,0.98,0.0,,0.0,,,1019.69,Mostly Cloudy,1505817498,1505861839,68.58,,1505793600,,,155.0,6.67,2.42
0,64.08,,58.66,0.83,partly-cloudy-night,0.98,0.0,,0.0,,,1019.75,Partly Cloudy,1505817498,1505861839,64.08,,1505817498,,,143.0,2.91,1.11
0,76.69,,62.61,0.62,partly-cloudy-day,0.98,0.0,,0.0,,,1019.42,Mostly Cloudy,1505817498,1505861839,76.41,,1505836800,,,172.0,7.41,2.65
0,71.28,,61.6,0.72,clear-night,0.98,0.0,,0.0,,,1016.79,Clear,1505817498,1505861839,71.08,,1505861839,,,131.0,2.5,0.73
0,62.28,,58.35,0.87,clear-night,0.02,0.0,,0.0,,,1017.13,Clear,1505903967,1505948125,62.26,,1505880000,,,98.0,1.2,0.45
